;full_name;df_index;birth_date;country;soccRole;team;cluster;games;mins_played;touches;xG;npxG;opxG;goals;npgoals;opgoals;shots;npshots;opshots;xGoT;xA;opxA;xOVA;xT;xT_from_passes;xT_from_carries;xT_from_passes_received;xg_blocked;xg_against_team;id;Giocatore_x;Anno;Età;Ruolo;Minuti;Tiri;Tiri in porta;Tiri da area;Tiri da area piccola;Tiri fuori area;Tiri di testa;Tiri di rigore;Gol;Gol da area;Gol da area piccola;Gol fuori area;Gol di testa;Gol di piede;Gol su PI;Gol su Pun. Centrale;Gol su Pun. Laterale;Gol su Corner;Gol su Rimessa;Gol su rigore;Gol su sviluppo rigore;Gol su Pun. Diretta;Gol su sviluppo Pun. Diretta;Precisione;Precisione da area;Precisione da fuori area;Tiri su Occasione Gol;Tiri su Promettente;Passaggi Chiave;Passaggi Chiave in area;Passaggi Chiave ricevuti;Passaggi Chiave ricevuti in area;Assist;Assist Vincenti;Assist in area;Assist Vincenti in area;Third pass;Third pass vincenti;Gol procurati;Assist V + Third pass V;Assist V + Third pass V + Gol procurati;Triangolazioni;Triangolazioni fatte;Triangolazioni chiuse;Passaggi;Passaggi ricevuti;Palle Laterali;Cross;Cross riusciti;Cross vincenti;Traversoni;Traversoni riusciti;Traversoni vincenti;Cut Back;Cut Back riusciti;Cut Back vincenti;Perde palla;Propria metà campo;Recupera palla;Metà campo avversaria;Dribbling;Dribbling vincenti;Dribbling subiti;Dribbling perdenti subiti;Duelli;Duelli di gioco;Duelli vinti;Duelli nella metà campo offensiva;Duelli vinti nella metà campo offensiva;Duelli aerei;Duelli aerei vinti;Duelli tackle;Duelli tackle vinti;Interventi decisivi +;Interventi decisivi -;Reti subite squadra;Falli fatti;Falli subiti;In Fuorigioco;Ammonizioni;Espulsioni;Doppie Ammonizioni;Parate;Gol subiti;Uscite;Tiri in porta subiti;Rigori;Rigori parati;Interventi decisivi +2;Interventi decisivi -3;Passaggi portiere;Passaggi portiere +;Lanci;Lanci +;% Realizzazione;Realizzazione da area;Realizzazione da fuori area;Realizzazione su rigore;Realizzazione su Occasione Gol;Realizzazione su Promettente;lanci/passaggi portiere ricevuti;lanci/passaggi portiere ricevuti campo off.;% Passaggi riusciti;% Cross riusciti;% Cross vincenti;% Traversoni riusciti;% Traversoni vincenti;% Cut Back riusciti;% Cut Back vincenti;H media recupera palla (no P);% dribbling vincenti;% dribbling perdenti subiti;% duelli vinti;% duelli vinti nella metà campo offensiva;% duelli arei vinti;% duelli tackle vinti;Minuti giocati / gol subiti;H media falli (m);% parate su tiri in porta subiti;% passaggi +;% passaggi su gioco portiere;% lanci +;% lanci su gioco portiere;skill_id;Player ID;Player;Position_x;Position Group;Minutes Played;Minutes Played TIP;Minutes Played OTIP;Player ID.1;Distance;Running Distance;HSR Distance;Sprinting Distance;HI Distance;Count HSR;Count Sprint;Count HI;Count Medium Acceleration;Count High Acceleration;Count Medium Deceleration;Count High Deceleration;PSV-99;Distance TIP;Running Distance TIP;HSR Distance TIP;Sprinting Distance TIP;HI Distance TIP;Count HSR TIP;Count Sprint TIP;Count HI TIP;Count Medium Acceleration TIP;Count High Acceleration TIP;Count Medium Deceleration TIP;Count High Deceleration TIP;Distance OTIP;Running Distance OTIP;HSR Distance OTIP;Sprinting Distance OTIP;HI Distance OTIP;Count HSR OTIP;Count Sprint OTIP;Count HI OTIP;Count Medium Acceleration OTIP;Count High Acceleration OTIP;Count Medium Deceleration OTIP;Count High Deceleration OTIP;M/min;M/min TIP;M/min OTIP;Count High Acceleration OTIP_p90;Count High Acceleration TIP_p90;Count High Deceleration OTIP_p90;Count High Deceleration TIP_p90;Count HSR OTIP_p90;Count HSR TIP_p90;Count Medium Acceleration OTIP_p90;Count Medium Acceleration TIP_p90;Count Medium Deceleration OTIP_p90;Count Medium Deceleration TIP_p90;Count Sprint OTIP_p90;Count Sprint TIP_p90;Distance OTIP_p90;Distance TIP_p90;HI Distance OTIP_p90;HI Distance TIP_p90;HSR Distance OTIP_p90;HSR Distance TIP_p90;Ammonizioni_p90;Assist_p90;Cross_p90;Cut Back_p90;Dribbling_p90;Espulsioni_p90;Falli subiti_p90;In Fuorigioco_p90;Third pass_p90;Tiri_p90;Tiri da area_p90;Tiri di testa_p90;Tiri fuori area_p90;Traversoni_p90;Triangolazioni_p90;Palle Laterali_p90;Passaggi Chiave_p90;Passaggi Chiave ricevuti_p90;Duelli aerei_p100;Duelli di gioco_p100;Duelli tackle_p100;Falli fatti_p100;Recupera palla_p100;Duelli nella metà campo offensiva_p100;cluster_bay;cluster_0;cluster_1;cluster_2;cluster_3;name;hybrid;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;Date of birth;Place of birth;Age;Height;Citizenship;Position_y;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club;Squad;Starting eleven;Substituted in;On the bench;Suspended;Injured;Giocatore_y;val_num
88;Danilo;138;15/07/1991;Brazil;FB;Juventus;First-line breaker;22;1895;1696;0.7358737;0.7358737;0.0868667;1;0;0;13;13;4;0.7104621;1.1688826;1.145858;0.7523909;1.8826932;1.5726665;0.3100267;-0.415875;0.7206737;21.7576691;7674;DANILO;1991;31;D;2030;11;2;5;2;6;3;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;200;200;0;0;1;92;15;17;6;11;2;7;2;4;0;0;2;2;12;9;3;1456;1085;13;13;6;0;0;0;0;0;0;0;89;25;136;24;18;13;51;24;253;242;157;78;44;74;52;81;54;2;0;19;19;11;0;6;0;0;0;19;0;0;0;0;2;0;0;0;0;0;11.11111111;20;0;;;0;2.772727273;0.045454545;88.58636364;50;0;;;;;32.135;75;47.86842105;63.5;52.86190476;73.09047619;64.69090909;83.13333333;47.31666667;;;;;;2295;2295;Danilo;RWB;Full Back;2037.23;618.89;594;50490;214520;30351;12183;4451;16634;1080;221;1301;2201;248;1973;467;642.2;76403;12443;4862;1866;6728;422;97;519;670;59;559;99;82397;15217;6538;2220;8758;562;92;654;902;61;617;122;105.2998434;123.4516635;138.7154882;2.897097625;2.802110818;5.794195251;4.701846966;26.69129288;20.04221636;42.83905013;31.82058047;29.30343008;26.54881266;4.36939314;4.606860158;3913.313984;3628.638522;415.9472296;319.5356201;310.5118734;230.9129288;0.284960422;0.522427441;0.617414248;0;0.854881266;0;0.522427441;0;0.189973615;0.522427441;0.237467018;0.142480211;0.284960422;0;0.569920844;0.617414248;4.36939314;0.807387863;4.363207547;14.26886792;4.775943396;1.120283019;8.018867925;4.599056604;1;1.36E-05;0.969913945;0.009527448;0.020545011;Danilo;FALSE;;;;;;;;;Jul 15, 1991;Bicas;31;184;Brazil;Defender - Right-Back;right;Aug 7, 2019;Jun 30, 2025;;B2F;Juventus FC;€25.00m;Jul 1, 2015;Danilo;DANILO;145707;2295;6;€12.00m;Mar 2, 2023;;;;;;24;22;0;2;2;12;Danilo;12000000
89;Mário Rui;139;27/05/1991;Portugal;FB;Napoli;Wide controller;34;3000;2855;1.4872076;1.4872076;1.1518299;0;0;0;32;32;25;0.9265213;3.483034;3.2662225;3.1123283;2.8939507;2.1630223;0.7309284;0.1999231;0.420381;29.8843193;6410;RUI M.;1991;31;D;3191;26;12;10;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;866.7;450;550;3;6;139;25;74;15;30;6;14;4;3;1;0;7;7;38;20;18;2400;1872;57;45;11;0;5;2;1;7;3;0;193;47;200;41;39;28;112;65;441;384;243;170;82;64;25;140;86;3;0;29;32;57;4;7;0;0;0;29;0;0;0;0;3;0;0;0;0;0;0;0;0;;0;0;2.411764706;0;86.25294118;26.58571429;0;40;20;42.85714286;0;34.85;74.585;59.63636364;55.93823529;49.16470588;30.37037037;57.25757576;80.0995;55.82;;;;;;6905;6905;Mario Rui;LWB;Full Back;3211.59;1060.43;835.25;234770;350229;52612;23229;7282;30511;1855;359;2214;3356;218;2866;661;946.9;134895;23052;9588;3277;12865;749;152;901;1156;61;960;170;120385;23713;11749;3435;15184;969;161;1130;1266;54;771;163;109.0515913;127.2078308;144.1304999;1.62;1.83;4.89;5.1;29.07;22.47;37.98;34.68;23.13;28.8;4.83;4.56;3611.55;4046.85;455.52;385.95;352.47;287.64;0.21;0.9;1.35;0.21;1.17;0;1.71;0.12;0.09;0.78;0.3;0.03;0.48;0.15;1.14;1.71;4.17;2.22;2.241681261;13.45008757;4.903677758;1.12084063;7.00525394;5.954465849;2;4.47E-19;0.000167584;0.999831841;5.75E-07;Mário Rui;FALSE;;;;;;;;;May 27, 1991;Sines;31;168;Portugal;Defender - Left-Back;left;Jan 3, 2018;Jun 30, 2025;;M.A.R.A.T. Football Management;SSC Napoli;€15.00m;Dec 20, 2018;M rio Rui;RUI M.;87884;6905;6;€8.00m;Aug 18, 2020;;;;;;35;34;0;1;0;3;M rio Rui;8000000
90;Felipe Anderson;140;15/04/1993;Brazil;WAM;Lazio;Chance creator;38;2899;2017;5.8676342;5.8676342;5.129809;6;0;5;44;44;39;5.6266094;5.7438101;5.7123363;8.4480746;3.7095123;2.201891;1.5076213;2.7792471;0.4780777;41.3241495;6157;FELIPE ANDERSON;1993;29;C;3047;35;19;25;4;10;3;0;6;6;1;0;1;5;1;0;1;0;0;0;0;0;0;1133.3;850;650;10;10;83;42;121;21;45;8;30;8;5;2;1;10;11;51;11;40;1362;1405;86;67;18;3;6;2;0;13;6;0;288;56;111;43;178;91;147;109;667;631;281;417;164;52;21;214;95;1;1;50;41;36;7;2;1;0;0;50;0;0;0;0;1;1;0;0;0;0;15.87142857;20;0;;61.11111111;0;0.394736842;0.131578947;81.66052632;24.33333333;4;33.33333333;0;45;0;44.36578947;46.00285714;75.36;40.96052632;36.45135135;43.26923077;42.47631579;58.10107143;61.504;;;;;;3353;3353;Felipe Anderson;LF;Forward;3073.42;1009.44;918.88;127414;362609;61488;26096;9877;35973;2141;482;2623;3402;405;3001;758;1116.8;132039;23478;11451;5125;16576;958;243;1201;1347;137;833;148;138951;32382;12694;3748;16442;971;157;1128;1146;87;973;244;117.9822478;130.8042083;151.2177869;2.700931356;4.253190755;7.575025871;4.594687823;30.14487754;29.7412901;35.57778544;41.81786823;30.20696792;25.8606416;4.874094515;7.543980683;4313.759917;4099.175578;510.444981;514.6050362;394.0876164;355.4984477;0.062090376;1.39703346;2.080027596;0.403587444;5.526043463;0.031045188;1.117626768;0.217316316;0.15522594;1.08658158;0.7761297;0.093135564;0.31045188;0.186271128;1.583304588;2.669886168;2.576750604;3.756467747;2.578086267;31.28408528;10.60981656;2.032721864;5.503222608;20.67426872;5;;;;;Felipe Anderson;FALSE;1.19E-14;0.999999943;5.69E-08;1.09E-10;;;;;Apr 15, 1993;Brasília;30;175;Brazil;Attack - Right Winger;right;Jul 16, 2021;Jun 30, 2024;adidas;Conquest;SS Lazio;€45.00m;Sep 12, 2019;Felipe Anderson;FELIPE ANDERSON;159372;3353;7;€15.00m;;;;;;;38;33;5;0;0;0;Felipe Anderson;15000000
91;Stanislav Lobotka;141;25/11/1994;Slovakia;CM;Napoli;Ball stealer;23;1686;1607;0.1088052;0.1088052;0.1088052;1;0;1;2;2;2;0.6161299;1.0457232;1.0428788;0.7851662;1.159295;0.7555321;0.4037629;-0.0144189;0.0303119;14.2186728;13903;LOBOTKA S.;1994;28;C;1808;2;1;0;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;97;7;20;0;9;0;3;0;3;0;0;0;0;25;18;7;1400;1250;2;2;0;0;0;0;0;0;0;0;50;16;111;31;33;30;69;46;274;238;160;109;51;25;9;96;62;0;0;16;19;36;0;2;0;0;0;16;0;0;0;0;0;0;0;0;0;0;50;;50;;;;1.391304348;0;94.83913043;0;0;;;;;40.93636364;87.5;62.89444444;62.76956522;52.88;32.2875;67.4952381;75.71769231;57.45555556;;;;;;11208;11208;Stanislav Lobotka;DM;Midfield;1818.54;620.97;489.05;257784;222511;37548;9719;1757;11476;801;84;885;1880;96;1780;282;612.3;90133;15622;3277;592;3869;285;30;315;695;32;577;61;78807;18983;6006;953;6959;456;41;497;668;26;499;79;122.3569457;145.1487189;161.1430324;1.387900356;1.708185053;4.217081851;3.256227758;24.34163701;15.21352313;35.65836299;37.09964413;26.63701068;30.80071174;2.1886121;1.601423488;4206.779359;4811.370107;371.4768683;206.5302491;320.6049822;174.9288256;0.106761566;0.480427046;0.106761566;0;1.761565836;0;1.921708185;0;0.160142349;0.106761566;0;0;0.106761566;0;1.334519573;0.106761566;5.177935943;1.067615658;1.555693839;14.81020535;5.973864343;1.182327318;6.907280647;6.78282514;6;;;;;Stanislav Lobotka;FALSE;7.50E-09;0.000523193;0.999476797;1.83E-09;;;;;Nov 25, 1994;Trenčín;28;170;Slovakia;midfield - Defensive Midfield;both;Jan 15, 2020;Jun 30, 2027;;FairSport;SSC Napoli;€38.00m;Mar 21, 2023;Stanislav Lobotka;LOBOTKA S.;192735;11208;68;€38.00m;Mar 15, 2023;club option 1 year;;;;;29;19;4;6;0;9;Stanislav Lobotka;38000000
92;Marko Pjaca;143;06/05/1995;Croatia;CAM;Torino;One-to-one explorer;24;1145;617;2.1065834;2.1065834;1.640265;3;0;3;21;21;16;3.046516;1.52316;1.3873785;2.128559;1.2169134;0.4210102;0.7959032;1.1096838;0.0727481;12.0460559;9095;PJACA M.;1995;27;A;1227;16;13;14;0;2;1;0;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;1050;950;100;2;5;27;6;67;11;11;0;4;0;0;0;0;0;0;16;4;12;410;491;15;15;5;0;0;0;0;0;0;0;114;17;19;11;78;45;15;7;258;244;114;175;74;65;24;77;23;0;0;17;10;14;2;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;19.23076923;22.72727273;0;;0;37.5;0.75;0.541666667;76.5125;33.33333333;0;;;;;44.87692308;55.36666667;38.88888889;47.35;42.17391304;36.06842105;32.79047619;52.17857143;73.75;;;;;;11845;11845;Marko Pjaca;AM;Midfield;1232.97;380.31;320.86;284280;132395;16894;5955;1607;7562;511;82;593;1184;70;1054;173;660.3;51519;8574;3002;929;3931;251;45;296;480;23;350;34;43698;7246;2634;539;3173;213;25;238;339;23;273;48;107.3789305;135.4658042;136.1902387;1.807860262;1.807860262;3.772925764;2.672489083;16.74235808;19.72925764;26.64628821;37.72925764;21.45851528;27.51091703;1.965065502;3.537117904;3434.777293;4049.528384;249.4061135;308.9868996;207.0393013;235.9650655;0;0.864628821;1.179039301;0;6.131004367;0;1.100436681;0.15720524;0;1.257641921;1.100436681;0.07860262;0.15720524;0;1.257641921;1.179039301;2.122270742;5.266375546;10.53484603;39.54619125;12.47974068;1.620745543;3.079416532;28.363047;9;;;;;Marko Pjaca;FALSE;;;;;9.02E-06;0.999592252;0.000285647;0.000113083;May 6, 1995;Zagreb;27;186;Croatia;Attack - Left Winger;right;Sep 1, 2022;Jun 30, 2023;Nike;World Soccer Agency;FC Empoli;€18.00m;Jul 21, 2016;Marko Pjaca;PJACA M.;205940;11845;14;€2.20m;;Option to buy;Juventus FC;Jun 30, 2024;;;31;13;11;7;0;7;Marko Pjaca;2200000
93;Koffi Djidji;144;30/11/1992;Côte d'Ivoire;CB;Torino;First-line breaker;25;1735;1100;0.6319058;0.6319058;0.1064687;0;0;0;10;10;4;0.2358515;0.2502444;0.2441885;0.415357;0.7958451;0.5736135;0.2222316;-0.5111633;0.4771631;17.5631875;16869;DJIDJI K.;1992;30;D;1845;7;3;5;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;200;100;0;2;37;3;7;4;3;0;2;0;2;2;0;2;2;9;5;4;833;577;11;9;1;0;2;1;0;0;0;0;56;17;166;29;19;15;42;16;324;316;199;94;51;94;54;136;96;1;3;20;25;8;1;6;1;1;0;20;0;0;0;0;1;3;0;0;0;0;0;0;0;;;0;1.2;0;86.292;12.5;0;50;0;;;33.612;87.27272727;40.52105263;61.9875;56.15909091;58.81666667;71.40416667;62.4375;38.10714286;;;;;;5939;5939;Koffi Djidji;RCB;Central Defender;1857.13;569.16;484.44;148475;193699;23921;8704;3513;12217;681;158;839;1602;97;1294;231;764;67930;7870;2302;814;3116;165;29;194;476;12;410;39;68914;12472;5385;2167;7552;432;93;525;685;26;405;56;104.3001836;119.3513248;142.2549748;1.34870317;0.622478386;2.904899135;2.023054755;22.4092219;8.55907781;35.53314121;24.69164265;21.00864553;21.26801153;4.824207493;1.504322767;3574.789625;3523.746398;391.7463977;161.6368876;279.3371758;119.4121037;0.311239193;0.155619597;0.46685879;0;0.985590778;0.051873199;0.414985591;0.051873199;0.103746398;0.363112392;0.259365994;0.207492795;0.103746398;0.103746398;0.46685879;0.570605187;1.919308357;0.363112392;8.545454545;28.72727273;12.36363636;2.272727273;15.09090909;8.545454545;0;0.997695145;1.04E-05;2.94E-07;0.002294113;Koffi Djidji;FALSE;;;;;;;;;Nov 30, 1992;Bagnolet;30;184;Cote d'Ivoire / France;Defender - Centre-Back;right;Jul 1, 2019;Jun 30, 2023;;CAA Base Ltd;Torino FC;€5.00m;Jun 6, 2019;Koffi Djidji;DJIDJI K.;183031;5939;26;€3.00m;;;;;;;29;21;4;4;1;8;Koffi Djidji;3000000
94;Duván Zapata;145;01/04/1991;Colombia;FW;Atalanta;Mobile finisher;24;1732;911;15.0075246;12.6622776;9.8264838;10;0;7;81;78;60;12.2676557;4.6135367;4.6130769;7.7018205;1.7255942;0.5512563;1.1743379;6.1572231;0.0275538;27.9596189;6200;ZAPATA D.;1991;31;A;1804;64;40;58;5;6;17;3;11;11;3;0;2;9;3;0;0;0;0;3;0;0;0;1215;1214;300;11;26;39;16;185;61;30;4;13;3;0;0;1;4;5;14;3;11;525;796;32;24;7;1;4;1;0;4;3;0;244;35;15;6;89;40;17;13;478;452;179;387;138;120;44;199;65;0;0;31;31;26;9;3;0;0;0;31;0;0;0;0;0;0;0;0;0;0;19.69090909;22.57142857;0;100;35;7.5;1.166666667;1.041666667;78.1;26.66666667;1.666666667;25;0;75;0;46.825;38.86818182;80.55833333;37.2875;33.4375;36;30.07391304;52.74;75.24705882;;;;;;2895;2895;Duvan Zapata;CF;Forward;1747.09;598.25;503.47;66585;178160;19509;8767;3110;11877;830;194;1024;1568;190;1396;338;662.9;77068;11321;5607;2231;7838;491;139;630;770;81;485;90;56162;7040;2784;654;3438;264;33;297;391;24;377;74;101.9752846;128.8223987;111.5498441;1.247113164;4.209006928;3.845265589;4.676674365;13.7182448;25.51385681;20.31755196;40.01154734;19.59006928;25.20207852;1.7147806;7.222863741;2918.34873;4004.688222;178.6489607;407.2863741;144.665127;291.3568129;0.155889145;1.558891455;1.247113164;0.207852194;4.624711316;0;1.351039261;0.467667436;0;3.325635104;3.013856813;0.883371824;0.311778291;0.207852194;0.727482679;1.662817552;2.026558891;9.613163972;13.17233809;49.61580681;21.84412733;3.402854007;1.646542261;42.48079034;10;;;;;Duván Zapata;FALSE;;;;;2.28E-12;9.80E-06;0.999990203;5.12E-11;Apr 1, 1991;Santiago de Cali;32;189;Colombia;Attack - Centre-Forward;right;Jan 17, 2020;Jun 30, 2024;Nike;Villarreal, Schena & Hansen;Atalanta BC;€45.00m;Oct 8, 2019;Duv n Zapata;ZAPATA D.;73794;2895;91;€10.00m;;;;;;;26;20;4;2;0;12;Duv n Zapata;10000000
95;Adama Soumaoro;146;18/06/1992;France;CB;Bologna;Buildup initiator;28;2267;1294;1.4216926;1.4216926;0.4032513;0;0;0;8;8;1;1.0186715;0.2944463;0.2865247;1.0226814;1.0886977;0.7481185;0.3405792;-0.4318469;1.0617625;35.5115436;22439;SOUMAORO A.;1992;30;D;2416;4;1;4;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;2;1;36;2;6;4;1;0;1;0;0;0;0;0;0;7;3;4;1050;762;2;1;1;0;1;0;0;0;0;0;36;15;178;35;17;14;18;10;271;258;182;85;45;91;71;109;76;2;4;26;23;13;1;6;2;0;0;26;0;0;0;0;2;4;0;0;0;0;0;0;;;0;0;1.285714286;0;91.58571429;100;0;0;0;;;32.47142857;79.16666667;57.69230769;67.60714286;51.51363636;77.12222222;73.94230769;64.02266667;50.13125;;;;;;217;217;Adama Soumaoro;RCB;Central Defender;2253.62;657.9;685.7;5642;229316;26374;8806;2474;11280;720;120;840;2024;129;1752;314;728.1;73382;7323;1752;506;2258;141;19;160;559;9;485;53;92900;16216;6240;1601;7841;492;74;566;975;42;655;89;101.7545105;111.5397477;135.4819892;1.667401853;0.357300397;3.533303926;2.104102338;19.5324217;5.59770622;38.70754301;22.19232466;26.00352889;19.25452139;2.937803264;0.754300838;3688.134098;2913.268637;311.2880459;89.6426996;247.7282753;69.55447728;0.238200265;0.039700044;0.039700044;0;0.67490075;0.079400088;0.516100573;0.039700044;0;0.158800176;0.158800176;0.119100132;0;0.039700044;0.277900309;0.079400088;1.429201588;0.238200265;7.032457496;19.9381762;8.423493045;1.777434312;13.75579598;6.56877898;0;0.984753764;7.27E-05;3.70E-07;0.015173166;Adama Soumaoro;FALSE;;;;;;;;;Jun 18, 1992;Fontenay-aux-Roses;30;186;France / Mali;Defender - Centre-Back;right;Jul 1, 2021;Jun 30, 2024;;ESN;Bologna FC 1909;€10.00m;Dec 17, 2018;Adama Soumaoro;SOUMAORO A.;126673;217;5;€3.50m;;;;;;;33;26;2;5;4;0;Adama Soumaoro;3500000
96;Nicola Murru;149;16/12/1994;Italy;FB;Sampdoria;Wide controller;22;985;602;0.0917702;0.0917702;0.0917702;1;0;1;3;3;3;0.3487332;0.9116418;0.7981143;0.734677;0.6921461;0.552272;0.1398741;0.0329157;0.2019594;19.8870412;6429;MURRU N.;1994;28;D;1052;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;100;100;0;0;1;29;6;14;3;4;0;3;0;1;0;0;0;0;1;1;0;455;319;27;23;7;0;3;1;0;1;1;0;77;16;43;10;25;16;28;15;168;161;86;68;26;31;21;57;29;0;1;24;23;7;2;5;0;0;0;24;0;0;0;0;0;1;0;0;0;0;100;100;;;;100;0.818181818;0;75.95454545;26.19285714;0;25;0;100;0;35.06470588;62.72727273;55.73125;45.15238095;40.45;63.33333333;55;33.01333333;58.3625;;;;;;7980;7980;Nicola Murru;LWB;Full Back;1056.89;305.33;323.24;175560;118110;17417;7547;3160;10707;656;153;809;1177;94;972;309;637.3;39484;6549;2906;1362;4268;240;61;301;320;22;252;54;45903;8806;4085;1416;5501;339;64;403;491;23;316;93;111.7524056;129.3158222;142.0090335;2.101522843;2.010152284;8.497461929;4.934010152;30.97461929;21.92893401;44.86294416;29.23857868;28.87309645;23.02538071;5.847715736;5.573604061;4194.182741;3607.675127;502.6294416;389.9695431;373.248731;265.5228426;0.456852792;0.365482234;2.101522843;0.091370558;2.284263959;0;0.639593909;0.182741117;0.091370558;0.091370558;0.091370558;0;0;0.274111675;0.091370558;2.467005076;2.649746193;1.279187817;5.149501661;26.74418605;9.468438538;3.820598007;7.142857143;11.29568106;1;7.97E-07;0.999941666;5.75E-05;4.18E-11;Nicola Murru;FALSE;;;;;;;;;Dec 16, 1994;Cagliari;28;180;Italy;Defender - Left-Back;left;Jul 1, 2017;Jun 30, 2024;;World Soccer Agency;UC Sampdoria;€7.00m;Jun 6, 2019;Nicola Murru;MURRU N.;171399;7980;29;€1.60m;Feb 10, 2020;;;;;;37;13;9;15;1;0;Nicola Murru;1600000
97;Davide Zappacosta;152;11/06/1992;Italy;FB;Atalanta;Roaming playmaker;34;2357;1837;2.1410841;2.1410841;2.0461272;1;0;1;37;37;33;1.1719413;3.3767356;3.3394354;4.1347308;2.4413795;1.5954007;0.8459788;0.1223045;0.1341842;34.1047478;6461;ZAPPACOSTA D.;1992;30;D;2479;22;6;17;0;5;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;450;500;0;2;5;55;26;45;13;26;6;20;6;1;0;2;6;8;19;15;4;1468;1222;92;76;20;4;9;2;2;7;2;0;140;23;80;21;72;35;59;36;327;296;149;187;75;35;15;100;45;1;0;37;30;31;6;6;0;0;0;37;0;0;0;0;1;0;0;0;0;0;6.25;7.692307692;0;;0;20;0.705882353;0;87.08787879;29.612;7;25;25;28.57142857;0;37.35384615;40.79333333;61.668;44.05625;40.17741935;41.57894737;41.57419355;61.20833333;61.21904762;;;;;;2541;2541;Davide Zappacosta;RWB;Full Back;2390.76;811.45;708.42;83853;284827;42360;19789;8824;28613;1580;414;1994;2413;290;2149;524;1000.2;108584;17253;8872;5003;13875;684;223;907;804;97;684;123;104169;20610;9330;3221;12551;769;148;917;995;67;648;162;119.1365925;133.814776;147.0441264;2.558336869;3.70386084;6.185829444;4.696648282;29.36359779;26.11794654;37.99321171;30.70004243;24.74331778;26.11794654;5.651251591;8.515061519;3977.602885;4146.185829;479.2490454;529.8048367;356.257955;338.7696224;0.229104794;0.992787442;2.90199406;0.267288927;2.749257531;0;1.183708104;0.229104794;0.038184132;0.840050912;0.64913025;0;0.190920662;0.343657191;0.725498515;3.512940178;2.10012728;1.718285957;1.905280348;16.11322809;5.443658138;1.633097441;4.354926511;10.17964072;2;7.59E-34;3.35E-06;0.999996655;1.27E-14;Davide Zappacosta;FALSE;;;;;;;;;Jun 11, 1992;Sora;30;182;Italy;Defender - Right-Back;right;Aug 24, 2021;Jun 30, 2025;;World Soccer Agency;Atalanta BC;€20.00m;Jan 2, 2018;Davide Zappacosta;ZAPPACOSTA D.;173859;2541;77;€7.00m;;;;;;;35;29;5;1;1;1;Davide Zappacosta;7000000
