Date of birth;Place of birth;Age;Height;Citizenship;Position;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club
Feb 8, 1998;Toulouse;25;180;France / Cote d'Ivoire;Defender - Right-Back;right;Jul 22, 2021;Jun 30, 2026;;Classico;Spezia Calcio;€7.00m;Sep 27, 2019;Kelvin Amian;AMIAN ADOU K.;344072;11444;27;€3.50m;;;;;;
May 6, 2000;Accra;22;185;Italy / Ghana;Attack - Centre-Forward;right;Jan 18, 2023;Jun 30, 2023;;P&P Sport Management S.A.M.;FC Augsburg;€5.50m;Mar 15, 2022;Kelvin Yeboah;YEBOAH K.;589737;99999999;45;€3.50m;;Option to buy;Genoa CFC;Jun 30, 2026;;
Nov 14, 1998;Puerto Caicedo;24;178;Colombia;midfield - Attacking Midfield;left;Jul 1, 2022;Jun 30, 2026;;GG11;Spezia Calcio;€3.50m;Aug 25, 2020;Kevin Agudelo;AGUDELO K.;587458;24246;33;€3.50m;;;;;;
Nov 14, 1998;Puerto Caicedo;24;178;Colombia;midfield - Attacking Midfield;left;Jul 1, 2022;Jun 30, 2026;;GG11;Spezia Calcio;€3.50m;Aug 25, 2020;Kevin Agudelo;AGUDELO K.;587458;24246;33;€3.50m;;;;;;
May 19, 1996;Rieti;26;187;Italy;Defender - Centre-Back;right;Jul 2, 2021;Jun 30, 2025;;MM-Management;Bologna FC 1909;€7.00m;Jun 3, 2021;Kevin Bonifazi;BONIFAZI K.;247377;14189;14;€3.30m;;;;;;
Aug 10, 1992;Suzzara;30;181;Italy;Attack - Centre-Forward;left;Jul 1, 2021;Jun 30, 2025;;P&P Sport Management S.A.M.;Hellas Verona;€8.00m;Dec 20, 2018;Kevin Lasagna;LASAGNA K.;131951;5838;11;€2.00m;;;;;;
Aug 5, 1998;Uster;24;173;Switzerland / Cameroon;Defender - Right-Back;right;Jul 16, 2022;Jun 30, 2023;Nike;SBE Management AG;BSC Young Boys;€6.00m;Jun 4, 2019;Kevin R egg;EGG K.;290032;99999999;17;€1.00m;;Option to buy;Hellas Verona;Jun 30, 2025;;
Feb 13, 1990;Ridderkerk;33;186;Netherlands;midfield - Central Midfield;left;Aug 24, 2022;Jun 30, 2023;Nike;SEG;Genoa CFC;€28.00m;Jun 7, 2018;Kevin Strootman;STROOTMAN K.;68864;99999999;8;€1.30m;;Obligation to buy with conditions;Olympique Marseille;-;;
Aug 26, 1999;Owerri;23;176;Nigeria;midfield - Central Midfield;right;Aug 9, 2022;Jun 30, 2023;Puma;BTFM;SV Ried;€1.00m;Jan 17, 2019;Kingsley Michael;MICHAEL K.;401920;99999999;12;€400k;;;Bologna FC 1909;Jun 30, 2025;;
Apr 18, 2002;Nova Gorica;21;195;Slovenia;Goalkeeper;right;Jul 1, 2022;Jun 30, 2025;;AR Sport Management;FC Koper;€100k;Jun 23, 2022;Klemen Hvalic;HVALIC K.;603692;99999999;13;€50k;;;;;;
Nov 30, 1992;Bagnolet;30;184;Cote d'Ivoire / France;Defender - Centre-Back;right;Jul 1, 2019;Jun 30, 2023;;CAA Base Ltd;Torino FC;€5.00m;Jun 6, 2019;Koffi Djidji;DJIDJI K.;183031;5939;26;€3.00m;;;;;;
Jun 12, 2002;Antwerpen;20;191;Belgium;Defender - Centre-Back;right;Jul 9, 2022;Jun 30, 2023;;NGA Sport;FC Empoli;€4.00m;Nov 11, 2022;Koni De Winter;WINTER K.;490384;99999999;6;€4.00m;;;Juventus Next Gen;Jun 30, 2026;;
Jun 14, 1991;Naxos;31;185;Greece;Defender - Centre-Back;right;Sep 23, 2022;Jun 30, 2024;Nike;Rafaela Pimenta;Sharjah FC;€45.00m;Dec 20, 2018;Konstantinos Manolas;MANOLAS K.;104752;99999999;44;€3.50m;;;;;;
Aug 16, 1994;Höxter;28;186;Germany / Turkey;Defender - Centre-Back;right;Jan 31, 2023;Jun 30, 2023;;EMG Mundial;UC Sampdoria;€5.00m;Mar 23, 2021;Koray G nter;GUNTER K.;115763;14152;4;€4.50m;;Obligation to buy with conditions;Hellas Verona;Jun 30, 2025;;
Mar 9, 2002;Elbasan;21;175;Albania / Italy;midfield - Defensive Midfield;right;Jul 1, 2022;Jun 30, 2027;Puma;BE Sport Management;Inter Milan;€12.00m;Sep 27, 2022;Kristjan Asllani;ASLLANI K.;543771;34578;14;€12.00m;;;FC Empoli;-;;
Jan 9, 2001;Oslo;22;190;Norway;midfield - Central Midfield;right;Jul 17, 2022;Jun 30, 2023;adidas;Solbakken / Player Solution;US Lecce;€2.00m;Dec 28, 2021;Kristoffer Askildsen;ASKILDSEN K.;574495;99999999;7;€2.00m;;Buy-option with buy-back option;UC Sampdoria;Jun 30, 2026;;
Jul 1, 1995;Dzierżoniów;27;183;Poland;Attack - Centre-Forward;right;Sep 1, 2022;Jun 30, 2023;adidas;Fabryka Futbolu;US Salernitana 1919;€40.00m;Mar 1, 2019;Krzysztof Piatek;PIATEK K.;327757;99999999;99;€8.50m;;Option to buy;Hertha BSC;Jun 30, 2025;;
Jul 1, 2002;Chișinău;20;190;Moldova / Romania;Attack - Centre-Forward;right;Jan 10, 2023;Jun 30, 2023;adidas;Avvocato Giulio Dini;Swift Hesperange;€50k;Dec 22, 2022;Lado Akhalaia;AKHALAIA L.;706380;99999999;24;€50k;;;Torino FC;-;;
Apr 10, 1996;Bamako;27;183;Mali;midfield - Central Midfield;right;Jul 31, 2021;Jun 30, 2026;;PIVETEAU;US Salernitana 1919;€4.00m;Nov 11, 2022;Lassana Coulibaly;COULIBALY L.;386552;6056;18;€4.00m;Jun 29, 2022;;;;;
Feb 7, 2001;Fivizzano;22;193;Italy / Netherlands;Defender - Centre-Back;both;Aug 16, 2022;Jun 30, 2023;adidas;Gr Sports;Imolese Calcio 1919;€200k;Jun 26, 2020;Laurens Serpe;SERPE L.;500164;99999999;5;€150k;;;Spezia Calcio;Jun 30, 2026;;
Jun 4, 1997;Pirkkala;25;182;Finland;midfield - Attacking Midfield;right;Jan 24, 2023;Dec 31, 2024;;PRO Profil GmbH;Ilves Tampere;€600k;Jul 25, 2019;Lauri Ala Myllym ki;KI L.;270515;99999999;15;€150k;;;;;;
Aug 22, 1997;Bahía Blanca;25;174;Argentina;Attack - Centre-Forward;right;Jul 4, 2018;Jun 30, 2026;Nike;Footfeel ISM;Inter Milan;€80.00m;Dec 12, 2019;Lautaro Mart nez;LAUTARO MARTINEZ;406625;12643;10;€80.00m;Oct 28, 2021;;;;;
Feb 24, 2002;Berlin;21;184;Serbia / Germany;midfield - Attacking Midfield;left;Aug 5, 2021;Jun 30, 2026;;LIOS Sports;Udinese Calcio;€7.50m;Mar 21, 2023;Lazar Samardzic;SAMARDZIC L.;528833;99999999;24;€7.50m;;;;;;
May 3, 1999;Berlin;23;181;Germany;Defender - Left-Back;left;Aug 23, 2021;Jun 30, 2024;;Teamgeist Sportmanagement GmbH;Genoa CFC;€3.50m;Feb 11, 2020;Lennart Czyborra;CZYBORRA L.;309393;99999999;3;€1.80m;;;;;;
May 27, 1991;Sines;31;168;Portugal;Defender - Left-Back;left;Jan 3, 2018;Jun 30, 2025;;M.A.R.A.T. Football Management;SSC Napoli;€15.00m;Dec 20, 2018;M rio Rui;RUI M.;87884;6905;6;€8.00m;Aug 18, 2020;;;;;
Sep 26, 1994;Koper;28;175;Slovenia;midfield - Defensive Midfield;right;Aug 18, 2022;Jun 30, 2023;;AR Sport Management;Palermo FC;€3.00m;Jun 24, 2021;Leo Stulac;STULAC L.;171159;99999999;16;€1.40m;;Obligation to buy with conditions;FC Empoli;Jun 30, 2024;;
May 1, 1987;Viterbo;35;190;Italy;Defender - Centre-Back;right;Aug 2, 2018;Jun 30, 2024;Nike;World Soccer Agency;Juventus FC;€45.00m;Jun 8, 2017;Leonardo Bonucci;BONUCCI L.;39983;6169;19;€2.50m;Nov 19, 2019;;;;;
Mar 28, 1995;Figline Valdarno;28;178;Italy;midfield - Central Midfield;right;Jan 30, 2023;Jun 30, 2023;;Gr Sports;AC Perugia Calcio;€1.80m;Jan 2, 2017;Leonardo Capezzi;CAPEZZI L.;84442;99999999;82;€500k;;both parties 2 years;;;;
May 26, 1992;Milano;30;182;Italy;Attack - Centre-Forward;right;Jul 26, 2022;Jun 30, 2023;;Branchini Associati S.p.A.;Como 1907;€4.00m;Jun 24, 2021;Leonardo Mancuso;MANCUSO L.;160344;99999999;77;€2.00m;;;AC Monza;-;;
Nov 26, 1988;Livorno;34;188;Italy;Attack - Centre-Forward;right;Aug 30, 2017;Jun 30, 2024;Asics;Branchini Associati S.p.A.;Cagliari Calcio;€13.00m;Jan 2, 2017;Leonardo Pavoletti;PAVOLETTI L.;64793;6173;30;€1.20m;Jul 8, 2022;;;;;
Mar 17, 2002;Arezzo;21;188;Italy;Defender - Centre-Back;right;Jan 15, 2023;Jun 30, 2023;;Green Soccer;San Donato Tavarnelle;€125k;Jun 23, 2022;Leonardo Pezzola;PEZZOLA L.;603676;99999999;36;€100k;;;FC Empoli;Jun 30, 2023;;
Mar 25, 1993;Foligno;30;186;Italy;Defender - Left-Back;right;Jul 1, 2019;Jun 30, 2024;;Reset Group Srl;AS Roma;€26.00m;Mar 23, 2021;Leonardo Spinazzola;SPINAZZOLA L.;118689;99999999;37;€15.00m;Oct 5, 2019;;;;;
Apr 25, 1996;Livingston;26;183;Scotland;midfield - Central Midfield;right;Aug 11, 2021;Jun 30, 2025;;ES;FC Empoli;€3.00m;Dec 28, 2021;Liam Henderson;HENDERSON L.;193867;6219;8;€3.00m;;;;;;
Sep 27, 2000;Wellington;22;183;New Zealand / Italy;Defender - Left-Back;left;Jul 1, 2022;Jun 30, 2025;;P&P Sport Management S.A.M.;FC Empoli;€2.50m;Mar 15, 2022;Liberato Cacace;CACACE L.;469211;99999999;3;€2.50m;;;;;;
Apr 18, 2003;Ajaccio;20;180;France / Italy;Attack - Right Winger;left;Aug 18, 2022;Jun 30, 2026;;no agent;Pisa Sporting Club;€400k;Jun 23, 2022;Lisandru Tramoni;TRAMONI L.;607227;99999999;77;€400k;;;;;;
Jan 2, 1995;Fermo;28;188;Italy;Goalkeeper;right;Jul 1, 2022;Jun 30, 2024;;QUAN SPORTS MANAGEMENT ITALIA;Brescia Calcio;€200k;Aug 25, 2020;Lorenzo Andrenacci;ANDRENACCI L.;234880;99999999;1;€150k;;;;;;
Jun 27, 2003;;19;;Italy / Netherlands;Defender - Right-Back;;Jul 27, 2022;Jun 30, 2023;;;FC Vado;€50k;Jun 23, 2022;Lorenzo Codutti;CODUTTI L.;704693;99999999;20;€50k;;;Arzignano Giovanili;Jun 30, 2023;;
May 23, 1988;Roma;34;186;Italy;Defender - Right-Back;right;Sep 17, 2020;Jun 30, 2023;;Sergio Berti;Bologna FC 1909;€6.00m;Jul 19, 2010;Lorenzo De Silvestri;DE SILVESTRI L.;33571;6283;29;€600k;Jun 1, 2022;;;;;
Sep 19, 2002;Catania;20;182;Italy;Attack - Centre-Forward;right;Sep 1, 2022;Jun 30, 2023;;Football Capital;AS Gubbio 1910;€400k;Jun 23, 2022;Lorenzo Di Stefano;STEFANO L.;650255;99999999;11;€150k;;;UC Sampdoria;Jun 30, 2024;;
Jun 4, 1991;Frattamaggiore;31;163;Italy;Attack - Left Winger;right;Jul 7, 2022;Jun 30, 2026;adidas;G.E.V. Sport&management srl;Toronto FC;€75.00m;Dec 20, 2018;Lorenzo Insigne;INSIGNE L.;133964;6286;24;€12.00m;;;;;;
Feb 20, 1996;Novara;27;191;Italy;Goalkeeper;right;Jul 1, 2022;Jun 30, 2025;;Alberto Jimmy Fontana;Hellas Verona;€4.50m;Jun 7, 2022;Lorenzo Montip;MONTIP L.;241923;99999999;1;€4.00m;;;;;;
Jun 19, 1996;Roma;26;186;Italy;midfield - Attacking Midfield;both;Jul 1, 2017;Jun 30, 2026;Nike;GP Soccer and Management Srl;AS Roma;€45.00m;Oct 14, 2021;Lorenzo Pellegrini;PELLEGRINI LO.;286297;6290;7;€35.00m;Oct 2, 2021;;;;;
Jan 17, 1990;Firenze;33;183;Italy;Defender - Centre-Back;right;Aug 27, 2021;Jun 30, 2023;;Football Now Limited;FC Empoli;€8.50m;Jul 15, 2016;Lorenzo Tonelli;TONELLI L.;111347;99999999;26;€800k;;Option for a further year;;;;
Jan 17, 1990;Firenze;33;183;Italy;Defender - Centre-Back;right;Aug 27, 2021;Jun 30, 2023;;Football Now Limited;FC Empoli;€8.50m;Jul 15, 2016;Lorenzo Tonelli;TONELLI L.;111347;99999999;26;€800k;;Option for a further year;;;;
Apr 12, 1995;Montevarchi;28;179;Italy;Defender - Right-Back;right;Jul 1, 2014;Jun 30, 2024;Nike;Team Raiola;ACF Fiorentina;€3.00m;Jun 3, 2021;Lorenzo Venuti;VENUTI L.;240219;19780;23;€2.50m;Oct 18, 2019;;;;;
Jun 16, 2002;Vaslui;20;184;Romania;Attack - Centre-Forward;right;Aug 15, 2022;Jun 30, 2023;;Pietro Chiodi Soccer M.;FCV Farul Constanta;€600k;Dec 21, 2022;Louis Munteanu;MUNTEANU L.;547786;99999999;9;€600k;;;Fiorentina Primavera;-;;
Aug 11, 1989;Castiglione del Lago;33;186;Italy;Defender - Centre-Back;both;Oct 5, 2022;Jun 30, 2023;;;Venezia FC;€3.50m;Dec 12, 2019;Luca Ceppitelli;CEPPITELLI L.;102745;6323;23;€600k;;performance option;;;;
Jul 25, 1996;Palermo;26;178;Italy;midfield - Defensive Midfield;right;Jan 18, 2023;Jun 30, 2023;;A.& G. Football Agency;FC Südtirol;€1.50m;Jun 24, 2021;Luca Fiordilino;FIORDILINO L.;287875;99999999;6;€750k;;Option to buy;Venezia FC;Jun 30, 2025;;
Jul 14, 2000;Alghero;22;182;Italy;Attack - Centre-Forward;left;Jul 9, 2022;Jun 30, 2025;;;Calcio Padova;€800k;Aug 25, 2020;Luca Gagliano;GAGLIANO L.;396682;99999999;19;€225k;;;;;;
Jul 3, 2000;Savigliano;22;190;Italy;Goalkeeper;right;Jul 1, 2019;Jun 30, 2023;;Top Eleven Management Srl;Torino FC;€300k;Jun 7, 2022;Luca Gemello;GEMELLO L.;463792;99999999;89;€300k;Dec 27, 2021;Option for a further year;;;;
Mar 24, 1995;Roma;28;195;Italy;Goalkeeper;right;Jul 1, 2022;-;;MM-Management;Brescia Calcio;€800k;Dec 30, 2019;Luca Lezzerini;LEZZERINI L.;135747;99999999;12;€500k;;;;;;
Jan 25, 2001;Monselice;22;189;Italy;Attack - Centre-Forward;right;Jul 4, 2022;Jun 30, 2023;;Gr Sports;Frosinone Calcio;€3.50m;Mar 15, 2022;Luca Moro;MORO L.;600936;99999999;24;€3.20m;;;US Sassuolo;Jun 30, 2026;;
May 1, 1996;Mugnano di Napoli;26;177;Italy;midfield - Defensive Midfield;right;Sep 1, 2022;Jun 30, 2024;;Italian Managers Group s.r.l.;Delfino Pescara 1936;€1.80m;Jun 5, 2019;Luca Palmiero;PALMIERO L.;240357;99999999;5;€800k;;;;;;
Mar 7, 1999;Roma;24;178;Italy;Defender - Left-Back;left;Jan 31, 2023;Jun 30, 2023;Puma;Team Raiola;SS Lazio;€15.00m;Dec 12, 2019;Luca Pellegrini;PELLEGRINI LU.;346567;12762;3;€9.00m;;Option to buy;Juventus FC;Jun 30, 2025;;
Apr 23, 1999;La Spezia;23;187;Italy;Defender - Left-Back;left;Jul 1, 2018;Jun 30, 2024;;M.A.R.A.T. Football Management;ACF Fiorentina;€2.50m;Jun 24, 2021;Luca Ranieri;RANIERI L.;346561;19893;16;€2.30m;;;;;;
Apr 23, 1999;La Spezia;23;187;Italy;Defender - Left-Back;left;Jul 1, 2018;Jun 30, 2024;;M.A.R.A.T. Football Management;ACF Fiorentina;€2.50m;Jun 24, 2021;Luca Ranieri;RANIERI L.;346561;19893;16;€2.30m;;;;;;
Jan 23, 2002;Brescia;21;185;Italy;Defender - Centre-Back;;Aug 1, 2022;Jun 30, 2024;;Reset Group Srl;Calcio Lecco 1912;€150k;Jun 30, 2021;Luca Stanga;STANGA L.;621123;99999999;14;€125k;;;;;;
Jan 11, 1996;La Spezia;27;186;Italy;Defender - Right-Back;right;Aug 19, 2022;Jun 30, 2025;;;Como 1907;€1.30m;Dec 29, 2021;Luca Vignali;VIGNALI L.;287367;99999999;28;€1.00m;;;;;;
May 10, 1996;Mar del Plata;26;183;Argentina / Italy;Defender - Centre-Back;right;Oct 5, 2020;Jun 30, 2025;Nike;Universal Twenty Two;ACF Fiorentina;€15.00m;Dec 28, 2021;Lucas Mart nez Quarta;QUARTA L. M.;373373;24949;28;€10.00m;;;;;;
Feb 11, 1996;Fray Bentos;27;166;Uruguay / Spain;midfield - Defensive Midfield;right;Aug 8, 2022;Jun 30, 2026;adidas;Oscar Bentancourt;Galatasaray;€55.00m;Dec 19, 2018;Lucas Torreira;TORREIRA L.;318077;11341;5;€15.00m;;;;;;
Feb 9, 2002;Yaoundé;21;185;France / Cameroon;midfield - Defensive Midfield;right;Sep 1, 2022;Jun 30, 2023;;ND SPORTS MANAGEMENT;ESTAC Troyes;€7.00m;May 30, 2022;Lucien Agoum;AGOUM L.;569384;99999999;8;€7.00m;;;Inter Milan;Jun 30, 2025;;
Feb 1, 2002;Pompei;21;184;Italy;Defender - Centre-Back;right;Sep 1, 2020;Jun 30, 2024;;G.E.V. Sport&management srl;Sampdoria Primavera;€200k;Jun 30, 2021;Luigi Aquino;AQUINO L.;552751;99999999;34;€150k;;;;;;
Apr 17, 2003;Padova;20;186;Italy;Defender - Centre-Back;right;Sep 1, 2020;Jun 30, 2025;;Gea World;Cagliari Primavera;€200k;Jun 23, 2022;Luigi Palomba;PALOMBA L.;621153;99999999;4;€200k;Apr 1, 2022;;;;;
Apr 9, 2002;Foggia;21;186;Italy;Attack - Centre-Forward;right;Jan 20, 2023;Jun 30, 2023;;Piccioli&Lombardi;Audace Cerignola;€250k;Jun 23, 2022;Luigi Samele;SAMELE L.;658244;99999999;23;€175k;;;US Sassuolo;Jun 30, 2026;;
May 8, 1991;Torre del Greco;31;185;Italy;Goalkeeper;left;Jul 1, 2022;Jun 30, 2024;adidas;M.A.R.A.T. Football Management;US Salernitana 1919;€6.00m;Aug 25, 2020;Luigi Sepe;SEPE L.;99254;99999999;33;€1.00m;;;;;;
Sep 28, 1992;San José del Valle;30;183;Spain;midfield - Central Midfield;right;Aug 31, 2016;Jun 30, 2025;adidas;YOU FIRST;SS Lazio;€55.00m;Mar 3, 2020;Luis Alberto;LUIS ALBERTO;128220;6416;10;€18.00m;Sep 28, 2020;;;;;
Sep 2, 2001;Gillingham;21;190;England / Scotland;Defender - Centre-Back;left;Jul 18, 2022;Jun 30, 2023;;Darren Dein;Como 1907;€2.50m;Mar 20, 2023;Luis Binks;BINKS L.;471004;99999999;2;€2.50m;;;Bologna FC 1909;Jun 30, 2026;;
Apr 16, 1991;Santo Tomás;32;179;Colombia;Attack - Centre-Forward;right;Jul 1, 2019;Jun 30, 2024;;World Soccer Agency;Atalanta BC;€30.00m;Jun 3, 2021;Luis Muriel;MURIEL L.;119228;6439;9;€8.00m;;;;;;
Mar 6, 2002;San Bernardo;21;;Chile;midfield - Attacking Midfield;right;Jan 31, 2023;-;;Andes SM;FC Pro Vercelli 1892;€1.80m;Oct 29, 2020;Luis Rojas;ROJAS L.;662752;99999999;9;€700k;;;FC Crotone;Jun 30, 2024;;
Mar 22, 1997;Colina;26;187;Italy / Brazil;Defender - Centre-Back;right;Jul 4, 2022;Jun 30, 2027;adidas;AIS Football;Real Betis Balompié;€22.00m;Aug 25, 2020;Luiz Felipe;LUIZ FELIPE;457931;12975;19;€15.00m;;;;;;
Mar 26, 1996;Split;27;195;Croatia;Defender - Centre-Back;right;Jan 31, 2022;Jun 30, 2023;;Gea World;Ternana Calcio;€1.10m;Dec 30, 2019;Luka Bogdan;BOGDAN L.;226058;99999999;26;€750k;Jul 23, 2022;Obligation to buy with conditions;US Salernitana 1919;-;;
Nov 18, 2004;Victoria de Durango;18;165;Argentina / Spain;Attack - Right Winger;left;Jul 20, 2021;Jun 30, 2023;Nike;LIAN Sports Group;SS Lazio;€1.00m;Nov 23, 2020;Luka Romero;ROMERO L.;769063;99999999;18;€1.00m;;;;;;
May 26, 1996;Bratislava;26;182;Slovakia;Attack - Left Winger;right;Jul 1, 2022;-;;CSM Agency;AC Sparta Prague;€2.00m;Jan 25, 2019;Lukas Haraslin;HARASLIN L.;239941;99999999;22;€1.60m;;;;;;
May 5, 1991;Zabrze;31;187;Poland;Goalkeeper;right;Jul 1, 2018;Jun 30, 2025;;GG11;Bologna FC 1909;€7.00m;Jun 8, 2017;Lukasz Skorupski;SKORUPSKI L.;80894;99999999;28;€3.00m;Aug 5, 2022;Option for a further year;;;;
Oct 23, 1992;Madrid;30;189;Spain;Attack - Centre-Forward;right;Jul 1, 2020;Jun 30, 2024;adidas;Niagara Sports Company;Atlético de Madrid;€65.00m;Jan 2, 2018;lvaro Morata;MORATA A.;128223;646;19;€25.00m;Sep 21, 2020;;;;;
Dec 14, 1995;San Sebastián;27;176;Spain;Defender - Right-Back;right;Jul 5, 2018;Jun 30, 2024;adidas;Best of You;Real Madrid;€30.00m;Jul 15, 2018;lvaro Odriozola;ODRIOZOLA A.;280730;11358;16;€5.00m;;;;;;
Feb 8, 1996;Montivilliers;27;186;France / Senegal;Attack - Centre-Forward;right;Jan 31, 2023;Jun 30, 2023;;Crown Football Talent Ltd.;Nîmes Olympique;€14.00m;Jul 30, 2020;Lys Mousset;MOUSSET L.;291422;99999999;7;€1.20m;;;VfL Bochum;Jun 30, 2024;;
Aug 18, 1996;Buco-Zau;26;185;Angola / France;Attack - Centre-Forward;left;Oct 7, 2020;Jun 30, 2024;adidas;Relatives;Spezia Calcio;€6.50m;Mar 21, 2023;M Bala Nzola;NZOLA M.;354814;27626;18;€6.50m;;;;;;
Feb 1, 1995;Hof (Saale);28;187;Kosovo / Albania;Defender - Right-Back;right;Sep 1, 2020;Jun 30, 2024;;Soccer11;Torino FC;€5.50m;Jun 7, 2022;M rgim Vojvoda;VOJVODA M.;336125;14765;27;€5.00m;;;;;;
Aug 3, 1993;Roma;29;171;Italy;Attack - Right Winger;left;Jul 1, 2021;Jun 30, 2025;Nike;M.A.R.A.T. Football Management;SSC Napoli;€30.00m;Dec 20, 2018;Matteo Politano;POLITANO M.;165895;7236;21;€20.00m;;;;;;
Jun 8, 2000;Nykøbing;22;188;Denmark;Attack - Left Winger;right;Jul 1, 2022;Jun 30, 2023;;People In Sport;SV Darmstadt 98;€1.00m;Oct 14, 2021;Magnus Warming;WARMING M.;482107;99999999;14;€800k;;;Torino FC;Jun 30, 2024;;
Jan 28, 2002;Dakar;21;190;Senegal;Defender - Centre-Back;right;Jan 15, 2023;Jun 30, 2023;;Vigo Global Sport Services Srl;LR Vicenza;€400k;Jun 23, 2022;Maissa Ndiaye;NDIAYE M.;716411;99999999;71;€400k;;;US Cremonese;-;;
Feb 3, 1999;Thies;24;183;Senegal;midfield - Central Midfield;right;Aug 9, 2022;Jun 30, 2023;;FK Sport Management SRL;Ternana Calcio;€3.00m;Oct 14, 2021;Mamadou Coulibaly;COULIBALY M.;472161;99999999;2;€1.20m;;Obligation to buy with conditions;US Salernitana 1919;-;;
Nov 26, 1991;Calcinate;31;186;Italy;Attack - Centre-Forward;left;Jan 11, 2019;Jun 30, 2026;;BSP FOOTBALL AGENCY;UC Sampdoria;€18.00m;Jul 1, 2015;Manolo Gabbiadini;GABBIADINI M.;112343;6596;23;€3.00m;Mar 23, 2021;;;;;
Jun 2, 2000;Napoli;22;;Italy;midfield - Central Midfield;right;Jan 28, 2021;Jun 30, 2024;;Matteo Materazzi;Genoa CFC;€2.50m;Mar 15, 2022;Manolo Portanova;PORTANOVA M.;394304;24515;90;-;;;;;;
May 19, 2002;San Daniele del Friuli;20;186;Italy;Goalkeeper;right;Jul 25, 2022;Jun 30, 2025;;Gest Eleven;Potenza Calcio;€300k;Oct 29, 2020;Manuel Gasparini;GASPARINI M.;487828;99999999;1;€250k;;;;;;
Nov 29, 1993;Valdagno;29;174;Italy;Defender - Right-Back;right;Jul 12, 2019;Jun 30, 2027;Lotto;Italian Managers Group s.r.l.;SS Lazio;€23.00m;Mar 23, 2021;Manuel Lazzari;LAZZARI M.;331401;12578;29;€15.00m;Nov 22, 2022;;;;;
Jan 8, 1998;Lecco;25;185;Italy;midfield - Defensive Midfield;right;Aug 18, 2021;Jun 30, 2026;;Castelnovo;Juventus FC;€35.00m;Dec 29, 2020;Manuel Locatelli;LOCATELLI M.;265088;14174;5;€30.00m;Feb 7, 2023;;US Sassuolo;Jun 30, 2024;;
Feb 8, 2000;Peschiera del Garda;23;191;Albania / Italy;Defender - Centre-Back;right;Jul 1, 2021;Jun 30, 2025;;Gianni Vitali;AS Roma;€27.00m;Dec 29, 2020;Marash Kumbulla;KUMBULLA M.;371371;19701;24;€9.00m;;;;;;
Nov 16, 1992;Zagreb;30;181;Croatia;midfield - Defensive Midfield;both;Jul 1, 2016;Jun 30, 2026;;Epic Team;Inter Milan;€60.00m;Dec 12, 2019;Marcelo Brozovic;BROZOVIC M.;156617;6707;77;€28.00m;Mar 23, 2022;;;;;
Mar 28, 2001;Gorizia;22;186;Italy;midfield - Central Midfield;right;Jul 16, 2022;Jun 30, 2023;;P&P Sport Management S.A.M.;AC Trento;€125k;Dec 19, 2022;Marco Ballarini;BALLARINI M.;465279;99999999;25;€125k;;;Udinese Calcio;-;;
Sep 8, 1994;Modena;28;184;Italy;midfield - Central Midfield;right;Jan 19, 2023;Jun 30, 2023;;Romano Eleven SAS;US Cremonese;€20.00m;Dec 20, 2018;Marco Benassi;BENASSI M.;201040;99999999;26;€1.50m;;;ACF Fiorentina;Jun 30, 2024;;
Sep 8, 1994;Modena;28;184;Italy;midfield - Central Midfield;right;Jan 19, 2023;Jun 30, 2023;;Romano Eleven SAS;US Cremonese;€20.00m;Dec 20, 2018;Marco Benassi;BENASSI M.;201040;99999999;26;€1.50m;;;ACF Fiorentina;Jun 30, 2024;;
Aug 7, 2002;Roma;20;185;Italy;midfield - Defensive Midfield;right;Jul 1, 2022;Jun 30, 2024;;;SS Lazio;€100k;Jun 30, 2021;Marco Bertini;BERTINI M.;613539;99999999;50;€100k;;;;;;
Mar 23, 1989;San Donà;34;186;Italy;Defender - Centre-Back;right;Aug 24, 2015;Jun 30, 2023;;;Venezia FC;€700k;Jun 18, 2018;Marco Modolo;MODOLO M.;198873;99999999;13;€400k;Dec 25, 2020;;;;;
Jun 19, 2002;Sesto Fiorentino;20;192;Albania / Italy;Goalkeeper;right;Jul 17, 2022;Jun 30, 2023;;;Imolese Calcio 1919;€100k;Dec 28, 2021;Marco Molla;MOLLA M.;574164;99999999;25;€50k;;;Bologna FC 1909;-;;
May 25, 2002;Cuneo;20;191;Italy;Goalkeeper;right;Nov 28, 2020;Jun 30, 2023;;TPC;Juventus Next Gen;€125k;Dec 19, 2022;Marco Raina;RAINA M.;494301;99999999;12;€125k;;;;;;
Mar 2, 1991;Castelnovo né Monti;32;191;Italy;Goalkeeper;right;Jul 20, 2021;Jun 30, 2025;;Team Raiola;Udinese Calcio;€10.00m;Dec 29, 2020;Marco Silvestri;SILVESTRI M.;85528;99999999;1;€5.00m;Dec 1, 2022;;;;;
Feb 7, 2002;Vico Equense;21;172;Italy;midfield - Right Midfield;right;Jul 28, 2022;Jun 30, 2023;;Avvocato Claudio Parlato;US Città di Pontedera;€175k;Jun 23, 2022;Marco Somma;SOMMA M.;567445;99999999;28;€150k;;;UC Sampdoria;Jun 30, 2024;;
