Player,Team,Match,Competition,Position,Position Group,Season,Minutes Played,Minutes Played TIP,Minutes Played OTIP,Player ID,Birthdate,Date,Physicals Quality Check,Distance,M/min,Running Distance,HSR Distance,Sprinting Distance,HI Distance,Count HSR,Count Sprint,Count HI,Count Medium Acceleration,Count High Acceleration,Count Medium Deceleration,Count High Deceleration,PSV-99,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,Sprinting Distance TIP,HI Distance TIP,Count HSR TIP,Count Sprint TIP,Count HI TIP,Count Medium Acceleration TIP,Count High Acceleration TIP,Count Medium Deceleration TIP,Count High Deceleration TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,Sprinting Distance OTIP,HI Distance OTIP,Count HSR OTIP,Count Sprint OTIP,Count HI OTIP,Count Medium Acceleration OTIP,Count High Acceleration OTIP,Count Medium Deceleration OTIP,Count High Deceleration OTIP,matchday
Szymon Zurkowski,Empoli,Empoli v Lazio,ITA - Serie A,RM,Midfield,2021/2022,19.4,8.33,5.47,16999,1997-09-25,2021-08-21,Passed,2676.0,137.94,522.0,165.0,30.0,195.0,15.0,3.0,18.0,22.0,2.0,17.0,8.0,25.9,1259.0,151.14,286.0,76.0,14.0,90.0,8.0,2.0,10.0,8.0,1.0,5.0,3.0,815.0,148.99,196.0,80.0,15.0,95.0,7.0,1.0,8.0,4.0,0.0,4.0,1.0,1
Gonzalo Escalante,Lazio,Empoli v Lazio,ITA - Serie A,DM,Midfield,2021/2022,13.13,2.92,6.5,4011,1993-03-27,2021-08-21,Passed,1928.0,146.84,312.0,174.0,12.0,186.0,10.0,1.0,11.0,16.0,0.0,15.0,5.0,25.4,444.0,152.05,82.0,42.0,4.0,46.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1002.0,154.15,187.0,96.0,8.0,104.0,7.0,1.0,8.0,8.0,0.0,7.0,1.0,1
Andre Anderson,Lazio,Empoli v Lazio,ITA - Serie A,RM,Midfield,2021/2022,25.22,7.57,9.52,19570,1999-09-23,2021-08-21,Passed,3780.0,149.88,834.0,211.0,74.0,285.0,17.0,2.0,19.0,21.0,0.0,27.0,6.0,26.8,1209.0,159.71,296.0,79.0,29.0,108.0,8.0,1.0,9.0,4.0,0.0,9.0,1.0,1721.0,180.78,461.0,108.0,26.0,134.0,9.0,1.0,10.0,8.0,0.0,9.0,2.0,1
Riccardo Fiamozzi,Empoli,Empoli v Lazio,ITA - Serie A,RWB,Full Back,2021/2022,12.77,6.5,2.92,9010,1993-05-18,2021-08-21,Passed,1719.0,134.61,286.0,149.0,45.0,194.0,11.0,2.0,13.0,16.0,2.0,14.0,2.0,27.5,886.0,136.31,147.0,66.0,8.0,74.0,4.0,0.0,4.0,6.0,1.0,5.0,1.0,389.0,133.22,112.0,83.0,28.0,111.0,7.0,2.0,9.0,3.0,0.0,2.0,0.0,1
Liam Henderson,Empoli,Empoli v Lazio,ITA - Serie A,LM,Midfield,2021/2022,25.57,9.52,7.87,6219,1996-04-25,2021-08-21,Passed,3480.0,136.1,665.0,323.0,65.0,388.0,22.0,4.0,26.0,24.0,3.0,29.0,6.0,28.2,1405.0,147.58,307.0,142.0,51.0,193.0,10.0,3.0,13.0,8.0,1.0,8.0,1.0,1238.0,157.31,276.0,152.0,14.0,166.0,11.0,1.0,12.0,7.0,0.0,8.0,2.0,1
Raul Moro,Lazio,Empoli v Lazio,ITA - Serie A,LF,Forward,2021/2022,35.18,11.45,12.85,28597,2002-12-05,2021-08-21,Passed,4501.0,127.94,751.0,390.0,115.0,505.0,32.0,4.0,36.0,37.0,5.0,31.0,10.0,29.8,1565.0,136.68,276.0,189.0,72.0,261.0,15.0,3.0,18.0,13.0,1.0,9.0,1.0,1794.0,139.61,400.0,145.0,19.0,164.0,14.0,1.0,15.0,11.0,1.0,10.0,4.0,1
Vedat Muriqi,Lazio,Empoli v Lazio,ITA - Serie A,CF,Forward,2021/2022,13.13,2.92,6.5,14891,1994-04-24,2021-08-21,Passed,1881.0,143.26,309.0,102.0,19.0,121.0,9.0,1.0,10.0,18.0,0.0,15.0,2.0,26.7,409.0,140.07,62.0,30.0,6.0,36.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1006.0,154.77,218.0,61.0,12.0,73.0,5.0,0.0,5.0,11.0,0.0,5.0,1.0,1
Giovanni Crociata,Empoli,Empoli v Lazio,ITA - Serie A,AM,Midfield,2021/2022,19.4,8.33,5.47,19639,1997-08-11,2021-08-21,Passed,2692.0,138.76,521.0,153.0,33.0,186.0,16.0,2.0,18.0,22.0,2.0,20.0,7.0,28.5,1135.0,136.25,216.0,40.0,23.0,63.0,4.0,0.0,4.0,6.0,1.0,5.0,1.0,918.0,167.82,251.0,98.0,9.0,107.0,11.0,1.0,12.0,6.0,0.0,4.0,2.0,1
Merih Demiral,Atalanta,Torino v Atalanta,ITA - Serie A,CB,Central Defender,2021/2022,83.52,21.48,25.38,15046,1998-03-05,2021-08-21,Passed,8587.0,102.81,1031.0,377.0,149.0,526.0,28.0,7.0,35.0,56.0,4.0,54.0,13.0,30.1,2547.0,118.58,258.0,67.0,15.0,82.0,7.0,0.0,7.0,13.0,1.0,15.0,1.0,3705.0,145.98,655.0,283.0,130.0,413.0,19.0,5.0,24.0,30.0,1.0,23.0,5.0,1
Rolando Mandragora,Torino,Torino v Atalanta,ITA - Serie A,LM,Midfield,2021/2022,97.47,29.73,24.41,9226,1997-06-29,2021-08-21,Passed,10864.0,111.46,1575.0,496.0,61.0,557.0,39.0,2.0,41.0,77.0,4.0,81.0,14.0,28.5,4282.0,144.03,710.0,188.0,0.0,188.0,17.0,0.0,17.0,29.0,1.0,24.0,2.0,3829.0,156.86,805.0,299.0,55.0,354.0,21.0,2.0,23.0,26.0,1.0,26.0,4.0,1
Ruslan Malinovskyi,Atalanta,Torino v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,76.6,20.38,24.1,12549,1993-05-04,2021-08-21,Passed,8301.0,108.37,1167.0,357.0,88.0,445.0,25.0,5.0,30.0,54.0,2.0,56.0,11.0,27.9,3000.0,147.2,529.0,182.0,76.0,258.0,10.0,5.0,15.0,17.0,0.0,13.0,2.0,3316.0,137.59,611.0,163.0,9.0,172.0,13.0,0.0,13.0,22.0,1.0,24.0,4.0,1
Ricardo Rodriguez,Torino,Torino v Atalanta,ITA - Serie A,LCB,Central Defender,2021/2022,97.47,29.73,24.41,8996,1992-08-25,2021-08-21,Passed,10390.0,106.6,1170.0,406.0,189.0,595.0,34.0,6.0,40.0,73.0,5.0,62.0,11.0,30.2,3745.0,125.97,422.0,111.0,32.0,143.0,10.0,2.0,12.0,25.0,1.0,21.0,2.0,3671.0,150.39,615.0,272.0,128.0,400.0,22.0,4.0,26.0,32.0,2.0,21.0,3.0,1
Joakim Maehle,Atalanta,Torino v Atalanta,ITA - Serie A,RWB,Full Back,2021/2022,97.47,24.41,29.73,14570,1997-05-20,2021-08-21,Passed,10741.0,110.2,1635.0,607.0,190.0,797.0,50.0,9.0,59.0,91.0,5.0,70.0,16.0,28.6,3475.0,142.36,590.0,244.0,93.0,337.0,22.0,5.0,27.0,26.0,1.0,18.0,2.0,4345.0,146.15,879.0,337.0,77.0,414.0,25.0,2.0,27.0,40.0,2.0,29.0,6.0,1
Marko Pjaca,Torino,Torino v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,74.2,23.75,20.1,11845,1995-05-06,2021-08-21,Passed,8070.0,108.76,1106.0,345.0,39.0,384.0,34.0,3.0,37.0,57.0,4.0,58.0,13.0,26.3,3445.0,145.05,623.0,244.0,38.0,282.0,22.0,3.0,25.0,23.0,2.0,18.0,2.0,2747.0,136.67,466.0,97.0,0.0,97.0,10.0,0.0,10.0,18.0,1.0,19.0,3.0,1
Jose Luis Palomino,Atalanta,Torino v Atalanta,ITA - Serie A,LCB,Central Defender,2021/2022,97.47,24.41,29.73,5414,1990-01-05,2021-08-21,Passed,9557.0,98.05,952.0,246.0,169.0,415.0,25.0,5.0,30.0,63.0,4.0,64.0,9.0,32.6,2868.0,117.49,266.0,54.0,16.0,70.0,5.0,0.0,5.0,9.0,0.0,16.0,1.0,3972.0,133.6,570.0,179.0,150.0,329.0,17.0,4.0,21.0,34.0,2.0,29.0,3.0,1
Luis Muriel,Atalanta,Torino v Atalanta,ITA - Serie A,CF,Forward,2021/2022,57.0,15.28,20.06,6439,1991-04-16,2021-08-21,Passed,5928.0,104.0,596.0,308.0,222.0,530.0,21.0,6.0,27.0,37.0,5.0,37.0,15.0,31.7,1828.0,119.63,224.0,126.0,132.0,258.0,11.0,3.0,14.0,14.0,2.0,8.0,3.0,2355.0,117.4,296.0,124.0,54.0,178.0,8.0,3.0,11.0,13.0,1.0,16.0,5.0,1
Berat Djimsiti,Atalanta,Torino v Atalanta,ITA - Serie A,RCB,Central Defender,2021/2022,97.47,24.41,29.73,1317,1993-02-19,2021-08-21,Passed,10430.0,107.01,1380.0,448.0,120.0,568.0,37.0,6.0,43.0,67.0,6.0,67.0,18.0,27.8,3239.0,132.69,414.0,82.0,9.0,91.0,5.0,0.0,5.0,20.0,0.0,18.0,2.0,4396.0,147.86,802.0,332.0,111.0,443.0,25.0,5.0,30.0,34.0,3.0,28.0,5.0,1
Koffi Djidji,Torino,Torino v Atalanta,ITA - Serie A,RCB,Central Defender,2021/2022,97.47,29.73,24.41,5939,1992-11-30,2021-08-21,Passed,10162.0,104.26,1124.0,484.0,140.0,624.0,31.0,8.0,39.0,60.0,5.0,54.0,6.0,31.8,3576.0,120.28,345.0,139.0,33.0,172.0,10.0,2.0,12.0,17.0,1.0,19.0,0.0,3622.0,148.38,613.0,273.0,86.0,359.0,18.0,5.0,23.0,30.0,1.0,19.0,3.0,1
Saša Lukić,Torino,Torino v Atalanta,ITA - Serie A,RM,Midfield,2021/2022,46.3,16.43,13.38,13068,1996-08-13,2021-08-21,Passed,5895.0,127.32,855.0,403.0,210.0,613.0,32.0,7.0,39.0,38.0,3.0,45.0,4.0,33.2,2641.0,160.74,487.0,219.0,119.0,338.0,20.0,5.0,25.0,20.0,1.0,15.0,1.0,2153.0,160.91,367.0,184.0,88.0,272.0,11.0,2.0,13.0,12.0,1.0,14.0,2.0,1
Matteo Pessina,Atalanta,Torino v Atalanta,ITA - Serie A,LM,Midfield,2021/2022,97.47,24.41,29.73,14074,1997-04-21,2021-08-21,Passed,11716.0,120.2,1931.0,526.0,170.0,696.0,43.0,5.0,48.0,80.0,3.0,93.0,13.0,30.4,3777.0,154.73,655.0,137.0,68.0,205.0,10.0,1.0,11.0,22.0,1.0,21.0,1.0,4956.0,166.7,1180.0,374.0,99.0,473.0,30.0,2.0,32.0,36.0,1.0,33.0,5.0,1
Robin Gosens,Atalanta,Torino v Atalanta,ITA - Serie A,LWB,Full Back,2021/2022,83.52,21.48,25.38,9155,1994-07-05,2021-08-21,Passed,9251.0,110.76,1408.0,457.0,157.0,614.0,41.0,8.0,49.0,72.0,6.0,70.0,13.0,27.6,3004.0,139.85,519.0,216.0,70.0,286.0,17.0,4.0,21.0,20.0,1.0,18.0,1.0,3680.0,145.0,742.0,214.0,75.0,289.0,21.0,2.0,23.0,33.0,0.0,26.0,5.0,1
Wilfried Stephane Singo,Torino,Torino v Atalanta,ITA - Serie A,RWB,Full Back,2021/2022,97.47,29.73,24.41,22231,2000-12-25,2021-08-21,Passed,10387.0,106.57,1374.0,482.0,294.0,776.0,39.0,10.0,49.0,86.0,3.0,80.0,19.0,33.8,3908.0,131.45,555.0,190.0,191.0,381.0,15.0,5.0,20.0,28.0,1.0,27.0,5.0,3640.0,149.12,714.0,257.0,101.0,358.0,21.0,4.0,25.0,32.0,1.0,23.0,5.0,1
Bremer,Torino,Torino v Atalanta,ITA - Serie A,CB,Central Defender,2021/2022,74.2,23.75,20.1,14104,1997-03-18,2021-08-21,Passed,7881.0,106.21,1032.0,409.0,86.0,495.0,29.0,4.0,33.0,53.0,6.0,48.0,10.0,28.7,2775.0,116.84,327.0,132.0,30.0,162.0,9.0,2.0,11.0,18.0,0.0,17.0,1.0,3049.0,151.69,559.0,226.0,43.0,269.0,19.0,2.0,21.0,25.0,3.0,16.0,3.0,1
Antonio Sanabria,Torino,Torino v Atalanta,ITA - Serie A,CF,Forward,2021/2022,65.6,22.08,18.1,995,1996-03-04,2021-08-21,Passed,6919.0,105.47,789.0,412.0,133.0,545.0,32.0,9.0,41.0,47.0,1.0,47.0,12.0,27.9,3072.0,139.13,513.0,291.0,77.0,368.0,24.0,7.0,31.0,24.0,1.0,18.0,4.0,2247.0,124.14,258.0,114.0,41.0,155.0,6.0,2.0,8.0,11.0,0.0,14.0,3.0,1
Karol Linetty,Torino,Torino v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,97.47,29.73,24.41,5733,1995-02-02,2021-08-21,Passed,11091.0,113.79,1805.0,652.0,159.0,811.0,52.0,10.0,62.0,73.0,8.0,88.0,18.0,26.9,4473.0,150.45,888.0,360.0,111.0,471.0,25.0,5.0,30.0,28.0,2.0,26.0,4.0,3783.0,154.98,830.0,263.0,42.0,305.0,23.0,3.0,26.0,26.0,2.0,26.0,3.0,1
Ola Aina,Torino,Torino v Atalanta,ITA - Serie A,LWB,Full Back,2021/2022,97.47,29.73,24.41,11781,1996-10-08,2021-08-21,Passed,10284.0,105.51,1466.0,613.0,275.0,888.0,51.0,11.0,62.0,84.0,6.0,74.0,16.0,28.6,3868.0,130.1,633.0,263.0,117.0,380.0,21.0,5.0,26.0,27.0,2.0,24.0,5.0,3634.0,148.87,693.0,319.0,139.0,458.0,27.0,4.0,31.0,33.0,2.0,21.0,5.0,1
Josip Ilicic,Atalanta,Torino v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,57.0,15.28,20.06,5482,1988-01-29,2021-08-21,Passed,6435.0,112.89,719.0,315.0,131.0,446.0,29.0,7.0,36.0,43.0,2.0,43.0,7.0,30.6,1930.0,126.31,322.0,124.0,89.0,213.0,10.0,3.0,13.0,11.0,1.0,8.0,1.0,2618.0,130.51,312.0,144.0,29.0,173.0,14.0,2.0,16.0,19.0,1.0,19.0,2.0,1
Mario Pasalic,Atalanta,Torino v Atalanta,ITA - Serie A,RM,Midfield,2021/2022,97.47,24.41,29.73,6901,1995-02-09,2021-08-21,Passed,10574.0,108.48,1555.0,537.0,73.0,610.0,39.0,5.0,44.0,71.0,0.0,78.0,9.0,25.7,3465.0,141.95,571.0,197.0,49.0,246.0,14.0,3.0,17.0,21.0,0.0,20.0,2.0,4495.0,151.19,957.0,321.0,17.0,338.0,23.0,1.0,24.0,33.0,0.0,31.0,4.0,1
Andrea Belotti,Torino,Torino v Atalanta,ITA - Serie A,CF,Forward,2021/2022,31.87,7.65,6.3,758,1993-12-20,2021-08-21,Passed,2850.0,89.43,355.0,124.0,98.0,222.0,10.0,3.0,13.0,27.0,2.0,20.0,5.0,32.5,1027.0,134.25,213.0,105.0,98.0,203.0,9.0,3.0,12.0,11.0,1.0,6.0,1.0,726.0,115.24,100.0,13.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,1
Giuseppe Pezzella,Atalanta,Torino v Atalanta,ITA - Serie A,LWB,Full Back,2021/2022,20.87,4.03,5.63,3972,1997-11-29,2021-08-21,Passed,2274.0,108.96,395.0,150.0,59.0,209.0,16.0,2.0,18.0,26.0,3.0,19.0,5.0,31.0,582.0,144.42,98.0,26.0,2.0,28.0,2.0,0.0,2.0,5.0,0.0,3.0,1.0,892.0,158.44,238.0,108.0,44.0,152.0,11.0,1.0,12.0,9.0,1.0,7.0,1.0,1
Armando Izzo,Torino,Torino v Atalanta,ITA - Serie A,RCB,Central Defender,2021/2022,23.27,5.98,4.32,1037,1992-03-02,2021-08-21,Passed,2545.0,109.37,490.0,206.0,34.0,240.0,14.0,1.0,15.0,22.0,2.0,15.0,4.0,26.9,936.0,156.52,255.0,96.0,24.0,120.0,6.0,1.0,7.0,7.0,0.0,6.0,1.0,710.0,164.35,155.0,71.0,0.0,71.0,6.0,0.0,6.0,9.0,1.0,3.0,1.0,1
Sam Lammers,Atalanta,Torino v Atalanta,ITA - Serie A,CF,Forward,2021/2022,40.47,9.12,9.67,14299,1997-04-30,2021-08-21,Passed,4324.0,106.84,537.0,191.0,58.0,249.0,18.0,2.0,20.0,35.0,4.0,29.0,4.0,30.8,1400.0,153.51,268.0,95.0,13.0,108.0,10.0,0.0,10.0,14.0,0.0,7.0,1.0,1304.0,134.85,200.0,76.0,37.0,113.0,7.0,2.0,9.0,8.0,1.0,8.0,0.0,1
Simone Verdi,Torino,Torino v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,23.27,5.98,4.32,9901,1992-07-12,2021-08-21,Passed,2452.0,105.37,331.0,167.0,62.0,229.0,11.0,4.0,15.0,21.0,0.0,16.0,3.0,27.9,915.0,153.01,183.0,101.0,52.0,153.0,8.0,3.0,11.0,7.0,0.0,6.0,0.0,604.0,139.81,95.0,39.0,5.0,44.0,2.0,1.0,3.0,5.0,0.0,3.0,1.0,1
Matteo Lovato,Atalanta,Torino v Atalanta,ITA - Serie A,RCB,Central Defender,2021/2022,13.95,2.92,4.35,26389,2000-02-14,2021-08-21,Passed,1369.0,98.14,194.0,48.0,0.0,48.0,5.0,0.0,5.0,12.0,1.0,7.0,3.0,24.4,414.0,141.78,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,627.0,144.14,125.0,48.0,0.0,48.0,5.0,0.0,5.0,7.0,1.0,3.0,1.0,1
Aleksei Miranchuk,Atalanta,Torino v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,40.47,9.12,9.67,11648,1995-10-17,2021-08-21,Passed,4295.0,106.13,614.0,266.0,126.0,392.0,20.0,5.0,25.0,34.0,2.0,29.0,7.0,29.0,1411.0,154.71,261.0,129.0,69.0,198.0,9.0,3.0,12.0,10.0,1.0,7.0,1.0,1379.0,142.61,289.0,104.0,46.0,150.0,9.0,2.0,11.0,10.0,1.0,8.0,2.0,1
Roberto Piccoli,Atalanta,Torino v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,13.95,2.92,4.35,24304,2001-01-27,2021-08-21,Passed,1530.0,109.68,275.0,132.0,26.0,158.0,8.0,3.0,11.0,14.0,2.0,11.0,0.0,26.1,485.0,166.1,93.0,45.0,18.0,63.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,628.0,144.37,158.0,71.0,2.0,73.0,5.0,1.0,6.0,4.0,1.0,4.0,0.0,1
Tomas Rincon,Torino,Torino v Atalanta,ITA - Serie A,RM,Midfield,2021/2022,51.17,13.3,11.03,10473,1988-01-13,2021-08-21,Passed,5429.0,106.1,917.0,331.0,48.0,379.0,29.0,3.0,32.0,47.0,3.0,31.0,15.0,27.4,1791.0,134.66,361.0,115.0,14.0,129.0,10.0,1.0,11.0,13.0,1.0,10.0,2.0,1888.0,171.17,485.0,189.0,27.0,216.0,15.0,2.0,17.0,15.0,1.0,10.0,3.0,1
Edin Dzeko,Inter Milan,Inter Milan v Genoa,ITA - Serie A,CF,Forward,2021/2022,99.77,36.16,24.72,2938,1986-03-17,2021-08-21,Passed,11206.0,112.32,1452.0,801.0,248.0,1049.0,65.0,13.0,78.0,77.0,5.0,76.0,17.0,28.8,5128.0,141.81,909.0,556.0,209.0,765.0,40.0,10.0,50.0,40.0,4.0,31.0,6.0,3495.0,141.38,470.0,196.0,39.0,235.0,18.0,2.0,20.0,19.0,0.0,19.0,2.0,1
Domenico Criscito,Genoa,Inter Milan v Genoa,ITA - Serie A,LCB,Central Defender,2021/2022,99.77,24.72,36.16,2810,1986-12-30,2021-08-21,Passed,9707.0,97.29,1249.0,351.0,55.0,406.0,27.0,4.0,31.0,70.0,2.0,64.0,10.0,26.5,2761.0,111.69,238.0,59.0,9.0,68.0,5.0,1.0,6.0,18.0,0.0,17.0,2.0,4706.0,130.14,907.0,279.0,45.0,324.0,20.0,2.0,22.0,37.0,1.0,30.0,3.0,1
Hernani,Genoa,Inter Milan v Genoa,ITA - Serie A,CF,Forward,2021/2022,48.77,11.5,18.83,13274,1994-03-27,2021-08-21,Passed,5876.0,120.48,1034.0,306.0,25.0,331.0,32.0,2.0,34.0,47.0,1.0,43.0,11.0,25.3,1733.0,150.7,340.0,89.0,11.0,100.0,10.0,1.0,11.0,12.0,0.0,8.0,2.0,2737.0,145.35,624.0,217.0,13.0,230.0,18.0,1.0,19.0,21.0,1.0,17.0,5.0,1
Stefano Sturaro,Genoa,Inter Milan v Genoa,ITA - Serie A,RWB,Full Back,2021/2022,74.35,19.7,27.86,10006,1993-03-09,2021-08-21,Passed,9307.0,125.18,1561.0,505.0,261.0,766.0,38.0,10.0,48.0,61.0,5.0,54.0,14.0,29.1,2981.0,151.32,611.0,192.0,35.0,227.0,13.0,3.0,16.0,15.0,0.0,16.0,3.0,4043.0,145.12,789.0,290.0,162.0,452.0,23.0,4.0,27.0,31.0,2.0,21.0,4.0,1
Stefano Sensi,Inter Milan,Inter Milan v Genoa,ITA - Serie A,RF,Forward,2021/2022,71.89,26.61,19.53,11271,1995-08-05,2021-08-21,Passed,8935.0,124.29,1376.0,441.0,100.0,541.0,44.0,5.0,49.0,73.0,7.0,60.0,8.0,27.0,3841.0,144.34,728.0,271.0,82.0,353.0,29.0,4.0,33.0,30.0,2.0,20.0,3.0,2983.0,152.74,549.0,153.0,18.0,171.0,12.0,1.0,13.0,20.0,2.0,15.0,1.0,1
Alessandro Bastoni,Inter Milan,Inter Milan v Genoa,ITA - Serie A,LCB,Central Defender,2021/2022,86.64,31.28,22.42,19047,1999-04-13,2021-08-21,Passed,8913.0,102.87,912.0,335.0,118.0,453.0,25.0,4.0,29.0,61.0,2.0,58.0,8.0,29.9,3383.0,108.15,342.0,105.0,60.0,165.0,8.0,1.0,9.0,24.0,0.0,23.0,2.0,3096.0,138.09,481.0,198.0,23.0,221.0,16.0,2.0,18.0,27.0,1.0,18.0,1.0,1
Marcelo Brozovic,Inter Milan,Inter Milan v Genoa,ITA - Serie A,DM,Midfield,2021/2022,99.77,36.16,24.72,6707,1992-11-16,2021-08-21,Passed,12853.0,128.83,2617.0,819.0,136.0,955.0,59.0,10.0,69.0,81.0,5.0,88.0,19.0,27.4,5443.0,150.53,1219.0,371.0,72.0,443.0,30.0,4.0,34.0,34.0,2.0,37.0,4.0,4461.0,180.46,1229.0,401.0,58.0,459.0,28.0,4.0,32.0,28.0,1.0,21.0,5.0,1
Goran Pandev,Genoa,Inter Milan v Genoa,ITA - Serie A,LF,Forward,2021/2022,99.77,24.72,36.16,4023,1983-07-27,2021-08-21,Passed,10641.0,106.66,1325.0,384.0,54.0,438.0,30.0,4.0,34.0,64.0,4.0,65.0,12.0,25.7,3357.0,135.8,580.0,191.0,32.0,223.0,17.0,2.0,19.0,24.0,1.0,16.0,0.0,4687.0,129.62,677.0,180.0,22.0,202.0,13.0,0.0,13.0,20.0,1.0,26.0,3.0,1
Andrea Cambiaso,Genoa,Inter Milan v Genoa,ITA - Serie A,LWB,Full Back,2021/2022,48.77,11.5,18.83,33391,2000-02-20,2021-08-21,Passed,5764.0,118.19,843.0,398.0,129.0,527.0,27.0,5.0,32.0,48.0,4.0,39.0,13.0,27.8,1732.0,150.61,349.0,146.0,49.0,195.0,12.0,2.0,14.0,11.0,1.0,7.0,2.0,2541.0,134.94,402.0,229.0,75.0,304.0,14.0,2.0,16.0,25.0,0.0,17.0,4.0,1
Matteo Darmian,Inter Milan,Inter Milan v Genoa,ITA - Serie A,RWB,Full Back,2021/2022,99.77,36.16,24.72,7229,1989-12-02,2021-08-21,Passed,11273.0,112.99,1776.0,593.0,228.0,821.0,46.0,11.0,57.0,80.0,8.0,72.0,14.0,30.4,4751.0,131.39,904.0,357.0,181.0,538.0,28.0,8.0,36.0,25.0,3.0,23.0,6.0,3550.0,143.61,727.0,207.0,36.0,243.0,17.0,2.0,19.0,32.0,2.0,21.0,2.0,1
Ivan Perisic,Inter Milan,Inter Milan v Genoa,ITA - Serie A,LWB,Full Back,2021/2022,71.89,26.61,19.53,4545,1989-02-02,2021-08-21,Passed,8541.0,118.81,1103.0,595.0,428.0,1023.0,41.0,15.0,56.0,69.0,12.0,49.0,19.0,31.7,3430.0,128.9,504.0,332.0,277.0,609.0,22.0,9.0,31.0,24.0,4.0,14.0,4.0,2942.0,150.64,504.0,221.0,132.0,353.0,19.0,5.0,24.0,25.0,2.0,14.0,5.0,1
Nicolo Rovella,Genoa,Inter Milan v Genoa,ITA - Serie A,RM,Midfield,2021/2022,99.77,24.72,36.16,24518,2001-12-04,2021-08-21,Passed,12562.0,125.91,2227.0,631.0,92.0,723.0,42.0,2.0,44.0,91.0,2.0,72.0,13.0,26.2,3796.0,153.56,670.0,135.0,3.0,138.0,11.0,0.0,11.0,24.0,0.0,16.0,1.0,5965.0,164.96,1430.0,488.0,88.0,576.0,28.0,2.0,30.0,42.0,1.0,33.0,6.0,1
Milan Badelj,Genoa,Inter Milan v Genoa,ITA - Serie A,LM,Midfield,2021/2022,99.77,24.72,36.16,7629,1989-02-25,2021-08-21,Passed,11585.0,116.12,1640.0,473.0,98.0,571.0,34.0,8.0,42.0,97.0,6.0,90.0,15.0,26.3,3677.0,148.75,529.0,90.0,3.0,93.0,8.0,0.0,8.0,22.0,2.0,21.0,2.0,5389.0,149.03,1058.0,382.0,94.0,476.0,24.0,6.0,30.0,48.0,2.0,37.0,7.0,1
Hakan Calhanoglu,Inter Milan,Inter Milan v Genoa,ITA - Serie A,LM,Midfield,2021/2022,79.94,28.6,20.53,4175,1994-02-08,2021-08-21,Passed,9504.0,118.89,1431.0,622.0,144.0,766.0,46.0,11.0,57.0,68.0,4.0,79.0,10.0,26.6,4080.0,142.66,818.0,368.0,74.0,442.0,27.0,5.0,32.0,29.0,1.0,31.0,3.0,3140.0,152.95,549.0,224.0,69.0,293.0,17.0,5.0,22.0,19.0,2.0,19.0,3.0,1
Milan Skriniar,Inter Milan,Inter Milan v Genoa,ITA - Serie A,RCB,Central Defender,2021/2022,99.77,36.16,24.72,7638,1995-02-11,2021-08-21,Passed,10473.0,104.97,1197.0,378.0,97.0,475.0,27.0,5.0,32.0,74.0,5.0,60.0,8.0,27.3,4232.0,117.04,516.0,137.0,12.0,149.0,9.0,0.0,9.0,24.0,2.0,24.0,2.0,3472.0,140.45,539.0,189.0,83.0,272.0,15.0,4.0,19.0,31.0,1.0,19.0,2.0,1
Davide Biraschi,Genoa,Inter Milan v Genoa,ITA - Serie A,RCB,Central Defender,2021/2022,48.77,11.5,18.83,11655,1994-07-02,2021-08-21,Passed,5351.0,109.72,728.0,177.0,44.0,221.0,16.0,2.0,18.0,44.0,3.0,41.0,6.0,27.7,1483.0,128.96,201.0,29.0,3.0,32.0,3.0,0.0,3.0,8.0,0.0,10.0,1.0,2547.0,135.26,454.0,147.0,40.0,187.0,12.0,1.0,13.0,25.0,1.0,17.0,1.0,1
Nicolo Barella,Inter Milan,Inter Milan v Genoa,ITA - Serie A,RM,Midfield,2021/2022,79.94,28.6,20.53,8042,1997-02-07,2021-08-21,Passed,9308.0,116.44,1551.0,455.0,109.0,564.0,37.0,5.0,42.0,68.0,4.0,65.0,12.0,27.5,3816.0,133.43,727.0,258.0,85.0,343.0,18.0,3.0,21.0,23.0,1.0,23.0,2.0,3280.0,159.77,735.0,193.0,22.0,215.0,17.0,2.0,19.0,25.0,2.0,18.0,2.0,1
